CCCLastUpdated,RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice
11/13/2023,1,11/5/2018,Infused (edible),Each,2,60,0,0,2,60
11/13/2023,2,11/6/2018,Infused (edible),Each,2,57,0,0,2,57
11/13/2023,3,11/19/2018,Buds,Grams,0,0,0,0,0,0
11/13/2023,3,11/19/2018,Concentrate (Each),Each,0,0,0,0,0,0
11/13/2023,5,11/20/2018,Infused (non-edible),Each,70,2460.63,0,0,70,2460.63
11/13/2023,5,11/20/2018,Buds,Grams,0,0,15029.44,201773.4,15029.44,201773.4
11/13/2023,5,11/20/2018,Concentrate (Each),Each,3031,163585.03,0,0,3031,163585.03
11/13/2023,5,11/20/2018,Infused (edible),Each,3092,72192.26,0,0,3092,72192.26
11/13/2023,9,11/21/2018,Infused (non-edible),Each,68,2699.75,0,0,68,2699.75
11/13/2023,9,11/21/2018,Concentrate (Each),Each,2900,161214.15,0,0,2900,161214.15
11/13/2023,9,11/21/2018,Buds,Each,167,4558.16,0,0,167,4558.16
11/13/2023,9,11/21/2018,Infused (edible),Each,2258,60150.37,0,0,2258,60150.37
11/13/2023,9,11/21/2018,Buds,Grams,0,0,15552.37,212917.74,15552.37,212917.74
11/13/2023,14,11/23/2018,Buds,Grams,0,0,12793.82,184501.16,12793.82,184501.16
11/13/2023,14,11/23/2018,Concentrate (Each),Each,3757,210369.57,0,0,3757,210369.57
11/13/2023,14,11/23/2018,Infused (edible),Each,2968,74571.59,0,0,2968,74571.59
11/13/2023,14,11/23/2018,Buds,Each,218,6330.28,0,0,218,6330.28
11/13/2023,14,11/23/2018,Infused (non-edible),Each,108,3976,0,0,108,3976
11/13/2023,19,11/24/2018,Kief,Grams,0,0,561.8,2618.11,561.8,2618.11
11/13/2023,19,11/24/2018,Infused (edible),Each,2331,69821.73,0,0,2331,69821.73
11/13/2023,19,11/24/2018,Buds,Each,1941,26315.6,0,0,1941,26315.6
11/13/2023,19,11/24/2018,Concentrate (Each),Each,3412,196641.42,0,0,3412,196641.42
11/13/2023,19,11/24/2018,Buds,Grams,0,0,11659.95,168598.46,11659.95,168598.46
11/13/2023,19,11/24/2018,Infused (non-edible),Each,94,3342,0,0,94,3342
11/13/2023,25,11/25/2018,Buds,Each,901,19387.54,0,0,901,19387.54
11/13/2023,25,11/25/2018,Kief,Grams,0,0,392.2,1847.5,392.2,1847.5
11/13/2023,25,11/25/2018,Buds,Grams,0,0,10678.07,152471.61,10678.07,152471.61
11/13/2023,25,11/25/2018,Infused (edible),Each,2436,62373.99,0,0,2436,62373.99
11/13/2023,25,11/25/2018,Infused (non-edible),Each,80,2331.98,0,0,80,2331.98
11/13/2023,25,11/25/2018,Concentrate (Each),Each,2628,149223.17,0,0,2628,149223.17
11/13/2023,31,11/26/2018,Kief,Grams,0,0,339.2,1600,339.2,1600
11/13/2023,31,11/26/2018,Concentrate (Each),Each,2322,137044.82,0,0,2322,137044.82
11/13/2023,31,11/26/2018,Buds,Each,658,18225.56,0,0,658,18225.56
11/13/2023,31,11/26/2018,Buds,Grams,0,0,9713.43,138458.52,9713.43,138458.52
11/13/2023,31,11/26/2018,Infused (edible),Each,2014,52885.36,0,0,2014,52885.36
11/13/2023,31,11/26/2018,Infused (non-edible),Each,69,2348.51,0,0,69,2348.51
11/13/2023,37,11/27/2018,Concentrate,Grams,0,0,74.2,8414.66,74.2,8414.66
11/13/2023,37,11/27/2018,Buds,Grams,0,0,8840.1,127083.76,8840.1,127083.76
11/13/2023,37,11/27/2018,Concentrate (Each),Each,1991,115325.97,0,0,1991,115325.97
11/13/2023,37,11/27/2018,Infused (edible),Each,2149,51937.98,0,0,2149,51937.98
11/13/2023,37,11/27/2018,Buds,Each,465,13392.6,0,0,465,13392.6
11/13/2023,37,11/27/2018,Kief,Grams,0,0,79.5,375,79.5,375
11/13/2023,37,11/27/2018,Infused (non-edible),Each,56,1751.74,0,0,56,1751.74
11/13/2023,44,11/28/2018,Concentrate,Grams,0,0,216.6,19043.18,216.6,19043.18
11/13/2023,44,11/28/2018,Infused (non-edible),Each,72,2852.86,0,0,72,2852.86
11/13/2023,44,11/28/2018,Concentrate (Each),Each,1827,104062.6,0,0,1827,104062.6
11/13/2023,44,11/28/2018,Buds,Grams,0,0,8671.14,123834.61,8671.14,123834.61
11/13/2023,44,11/28/2018,Buds,Each,1083,24806.63,0,0,1083,24806.63
11/13/2023,44,11/28/2018,Infused (edible),Each,2333,59846.47,0,0,2333,59846.47
11/13/2023,50,11/29/2018,Concentrate (Each),Each,1916,110076.01,0,0,1916,110076.01
11/13/2023,50,11/29/2018,Concentrate,Grams,0,0,337.9,26665.24,337.9,26665.24
11/13/2023,50,11/29/2018,Kief,Grams,0,0,68.9,324.5,68.9,324.5
11/13/2023,50,11/29/2018,Buds,Grams,0,0,8610.46,122988.48,8610.46,122988.48
11/13/2023,50,11/29/2018,Infused (non-edible),Each,65,2479.02,0,0,65,2479.02
11/13/2023,50,11/29/2018,Buds,Each,1364,33043.35,0,0,1364,33043.35
11/13/2023,50,11/29/2018,Infused (edible),Each,1978,49645.81,0,0,1978,49645.81
11/13/2023,57,11/30/2018,Concentrate (Each),Each,2413,136600.57,0,0,2413,136600.57
11/13/2023,57,11/30/2018,Infused (non-edible),Each,65,2156.87,0,0,65,2156.87
11/13/2023,57,11/30/2018,Infused (edible),Each,2459,66339.82,0,0,2459,66339.82
11/13/2023,57,11/30/2018,Buds,Grams,0,0,10046.33,143105.1,10046.33,143105.1
11/13/2023,57,11/30/2018,Buds,Each,2283,43098.08,0,0,2283,43098.08
11/13/2023,57,11/30/2018,Concentrate,Grams,0,0,395.7,32724.85,395.7,32724.85
11/13/2023,57,11/30/2018,Kief,Grams,0,0,164.3,775,164.3,775
11/13/2023,64,12/1/2018,Buds,Each,2899,66860.22,0,0,2899,66860.22
11/13/2023,64,12/1/2018,Concentrate,Grams,0,0,363.8,40064.31,363.8,40064.31
11/13/2023,64,12/1/2018,Concentrate (Each),Each,2388,134890.91,0,0,2388,134890.91
11/13/2023,64,12/1/2018,Infused (non-edible),Each,60,2039.51,0,0,60,2039.51
11/13/2023,64,12/1/2018,Kief,Grams,0,0,100.7,475,100.7,475
11/13/2023,64,12/1/2018,Buds,Grams,0,0,7446.85,106046.33,7446.85,106046.33
11/13/2023,64,12/1/2018,Infused (edible),Each,2885,68948.78,0,0,2885,68948.78
11/13/2023,71,12/2/2018,Buds,Each,3082,48606.98,0,0,3082,48606.98
11/13/2023,71,12/2/2018,Concentrate (Each),Each,1994,114492.04,0,0,1994,114492.04
11/13/2023,71,12/2/2018,Concentrate,Grams,0,0,137.1,17577.79,137.1,17577.79
11/13/2023,71,12/2/2018,Kief,Grams,0,0,31.8,150,31.8,150
11/13/2023,71,12/2/2018,Buds,Grams,0,0,7743.08,109052.28,7743.08,109052.28
11/13/2023,71,12/2/2018,Infused (edible),Each,2823,57128.76,0,0,2823,57128.76
11/13/2023,71,12/2/2018,Infused (non-edible),Each,66,2245.01,0,0,66,2245.01
11/13/2023,78,12/3/2018,Buds,Grams,0,0,8432.32,115967.58,8432.32,115967.58
11/13/2023,78,12/3/2018,Infused (non-edible),Each,44,1440.24,0,0,44,1440.24
11/13/2023,78,12/3/2018,Concentrate (Each),Each,1732,83384.09,0,0,1732,83384.09
11/13/2023,78,12/3/2018,Buds,Each,1851,30814.05,0,0,1851,30814.05
11/13/2023,78,12/3/2018,Infused (edible),Each,1701,39894.84,0,0,1701,39894.84
11/13/2023,83,12/4/2018,Infused (edible),Each,2185,53078.47,0,0,2185,53078.47
11/13/2023,83,12/4/2018,Buds,Each,1850,29094.48,0,0,1850,29094.48
11/13/2023,83,12/4/2018,Concentrate (Each),Each,1658,78980.05,0,0,1658,78980.05
11/13/2023,83,12/4/2018,Buds,Grams,0,0,7125.75,99527.07,7125.75,99527.07
11/13/2023,83,12/4/2018,Kief,Grams,0,0,15.9,75,15.9,75
11/13/2023,83,12/4/2018,Infused (non-edible),Each,53,1942.58,0,0,53,1942.58
11/13/2023,89,12/5/2018,Buds,Each,1557,24623.77,0,0,1557,24623.77
11/13/2023,89,12/5/2018,Buds,Grams,0,0,7765.12,108250.12,7765.12,108250.12
11/13/2023,89,12/5/2018,Concentrate,Grams,0,0,64.2,8658.45,64.2,8658.45
11/13/2023,89,12/5/2018,Infused (non-edible),Each,59,2089,0,0,59,2089
11/13/2023,89,12/5/2018,Concentrate (Each),Each,1952,92796.59,0,0,1952,92796.59
11/13/2023,89,12/5/2018,Infused (edible),Each,2180,55627.93,0,0,2180,55627.93
11/13/2023,95,12/6/2018,Concentrate (Each),Each,2112,99448.4,0,0,2112,99448.4
11/13/2023,95,12/6/2018,Infused (edible),Each,1459,43722.78,0,0,1459,43722.78
11/13/2023,95,12/6/2018,Buds,Grams,0,0,9218,128638.47,9218,128638.47
11/13/2023,95,12/6/2018,Concentrate,Grams,0,0,138.6,18719.33,138.6,18719.33
11/13/2023,95,12/6/2018,Infused (non-edible),Each,85,2750,0,0,85,2750
11/13/2023,95,12/6/2018,Kief,Grams,0,0,5.3,25,5.3,25
11/13/2023,95,12/6/2018,Buds,Each,1391,11983.49,0,0,1391,11983.49
11/13/2023,102,12/7/2018,Buds,Each,2597,21795.71,0,0,2597,21795.71
11/13/2023,102,12/7/2018,Infused (edible),Each,1615,52638.22,0,0,1615,52638.22
11/13/2023,102,12/7/2018,Kief,Each,106,2624.35,0,0,106,2624.35
11/13/2023,102,12/7/2018,Concentrate,Each,202,12080.59,0,0,202,12080.59
11/13/2023,102,12/7/2018,Kief,Grams,0,0,15.9,75,15.9,75
11/13/2023,102,12/7/2018,Infused (non-edible),Each,57,1868.87,0,0,57,1868.87
11/13/2023,102,12/7/2018,Concentrate,Grams,0,0,139.2,18722.3,139.2,18722.3
11/13/2023,102,12/7/2018,Concentrate (Each),Each,2268,110864.85,0,0,2268,110864.85
11/13/2023,102,12/7/2018,Buds,Grams,0,0,12560.33,171248.13,12560.33,171248.13
11/13/2023,111,12/8/2018,Concentrate,Each,70,4192.68,0,0,70,4192.68
11/13/2023,111,12/8/2018,Buds,Each,2762,24843.25,0,0,2762,24843.25
11/13/2023,111,12/8/2018,Concentrate (Each),Each,2488,118974.38,0,0,2488,118974.38
11/13/2023,111,12/8/2018,Infused (non-edible),Each,42,1430.01,0,0,42,1430.01
11/13/2023,111,12/8/2018,Infused (edible),Each,2108,60710.19,0,0,2108,60710.19
11/13/2023,111,12/8/2018,Concentrate,Grams,0,0,144.7,17927.89,144.7,17927.89
11/13/2023,111,12/8/2018,Kief,Each,1,25,0,0,1,25
11/13/2023,111,12/8/2018,Buds,Grams,0,0,11241.61,154432.54,11241.61,154432.54
11/13/2023,119,12/9/2018,Buds,Grams,0,0,9488.66,131569.21,9488.66,131569.21
11/13/2023,119,12/9/2018,Concentrate (Each),Each,1937,94115.53,0,0,1937,94115.53
11/13/2023,119,12/9/2018,Concentrate,Grams,0,0,158,19269.68,158,19269.68
11/13/2023,119,12/9/2018,Infused (edible),Each,1821,48214.42,0,0,1821,48214.42
11/13/2023,119,12/9/2018,Infused (non-edible),Each,47,1735,0,0,47,1735
11/13/2023,119,12/9/2018,Buds,Each,2089,16879.58,0,0,2089,16879.58
11/13/2023,119,12/9/2018,Kief,Each,3,75,0,0,3,75
11/13/2023,126,12/10/2018,Concentrate,Grams,0,0,147.5,17989.1,147.5,17989.1
11/13/2023,126,12/10/2018,Concentrate (Each),Each,1686,81454.14,0,0,1686,81454.14
11/13/2023,126,12/10/2018,Buds,Grams,0,0,8082.18,111699.31,8082.18,111699.31
11/13/2023,126,12/10/2018,Buds,Each,1942,15423.04,0,0,1942,15423.04
11/13/2023,126,12/10/2018,Infused (edible),Each,1418,39390.24,0,0,1418,39390.24
11/13/2023,126,12/10/2018,Infused (non-edible),Each,42,1410,0,0,42,1410
11/13/2023,126,12/10/2018,Concentrate,Each,1,60,0,0,1,60
11/13/2023,133,12/11/2018,Infused (non-edible),Each,54,1968,0,0,54,1968
11/13/2023,133,12/11/2018,Buds,Grams,0,0,8748.15,121459.5,8748.15,121459.5
11/13/2023,133,12/11/2018,Infused (edible),Each,1615,45620.05,0,0,1615,45620.05
11/13/2023,133,12/11/2018,Buds,Each,1541,12256.2,0,0,1541,12256.2
11/13/2023,133,12/11/2018,Concentrate,Grams,0,0,212.5,25916.5,212.5,25916.5
11/13/2023,133,12/11/2018,Concentrate (Each),Each,1676,81744.42,0,0,1676,81744.42
11/13/2023,139,12/12/2018,Concentrate (Each),Each,1897,97675.47,0,0,1897,97675.47
11/13/2023,139,12/12/2018,Buds,Grams,0,0,7588.89,108230.51,7588.89,108230.51
11/13/2023,139,12/12/2018,Infused (non-edible),Each,75,2800,0,0,75,2800
11/13/2023,139,12/12/2018,Infused (edible),Each,1264,44304.56,0,0,1264,44304.56
11/13/2023,139,12/12/2018,Buds,Each,1242,9905.5,0,0,1242,9905.5
11/13/2023,139,12/12/2018,Concentrate,Grams,0,0,192,23371.39,192,23371.39
11/13/2023,145,12/13/2018,Kief,Each,87,2174.48,0,0,87,2174.48
11/13/2023,145,12/13/2018,Infused (non-edible),Each,61,2329.09,0,0,61,2329.09
11/13/2023,145,12/13/2018,Infused (edible),Each,1667,52491.45,0,0,1667,52491.45
11/13/2023,145,12/13/2018,Buds,Grams,0,0,7908.19,112135.76,7908.19,112135.76
11/13/2023,145,12/13/2018,Concentrate (Each),Each,1738,91130.4,0,0,1738,91130.4
11/13/2023,145,12/13/2018,Buds,Each,2556,20381.7,0,0,2556,20381.7
11/13/2023,145,12/13/2018,Concentrate,Grams,0,0,176,21403.16,176,21403.16
11/13/2023,152,12/14/2018,Kief,Each,120,2955.75,0,0,120,2955.75
11/13/2023,152,12/14/2018,Concentrate (Each),Each,2296,116462.48,0,0,2296,116462.48
11/13/2023,152,12/14/2018,Buds,Grams,0,0,9467.21,130561.89,9467.21,130561.89
11/13/2023,152,12/14/2018,Concentrate,Grams,0,0,223.5,27215.97,223.5,27215.97
11/13/2023,152,12/14/2018,Infused (non-edible),Each,56,2618.15,0,0,56,2618.15
11/13/2023,152,12/14/2018,Concentrate,Each,5,310.89,0,0,5,310.89
11/13/2023,152,12/14/2018,Infused (edible),Each,2210,59653.73,0,0,2210,59653.73
11/13/2023,152,12/14/2018,Buds,Each,1514,12176.24,0,0,1514,12176.24
11/13/2023,160,12/15/2018,Concentrate,Grams,0,0,199,24209.06,199,24209.06
11/13/2023,160,12/15/2018,Infused (edible),Each,2910,65337.24,0,0,2910,65337.24
11/13/2023,160,12/15/2018,Infused (non-edible),Each,667,39694.79,0,0,667,39694.79
11/13/2023,160,12/15/2018,Concentrate (Each),Each,2397,117649.77,0,0,2397,117649.77
11/13/2023,160,12/15/2018,Shake/Trim (by strain),Grams,0,0,364,5430,364,5430
11/13/2023,160,12/15/2018,Buds,Each,944,7467.65,0,0,944,7467.65
11/13/2023,160,12/15/2018,Buds,Grams,0,0,10475.26,148148.77,10475.26,148148.77
11/13/2023,160,12/15/2018,Kief,Each,18,425.16,0,0,18,425.16
11/13/2023,168,12/16/2018,Infused (edible),Each,1638,41459.98,0,0,1638,41459.98
11/13/2023,168,12/16/2018,Shake/Trim (by strain),Grams,0,0,224,3340,224,3340
11/13/2023,168,12/16/2018,Buds,Each,1406,11150.39,0,0,1406,11150.39
11/13/2023,168,12/16/2018,Infused (non-edible),Each,630,37050.59,0,0,630,37050.59
11/13/2023,168,12/16/2018,Concentrate,Grams,0,0,217,26465.32,217,26465.32
11/13/2023,168,12/16/2018,Concentrate (Each),Each,2200,108276.64,0,0,2200,108276.64
11/13/2023,168,12/16/2018,Buds,Grams,0,0,9687.07,134532.8,9687.07,134532.8
11/13/2023,175,12/17/2018,Concentrate,Grams,0,0,38.5,4695.46,38.5,4695.46
11/13/2023,175,12/17/2018,Shake/Trim (by strain),Grams,0,0,221,3297,221,3297
11/13/2023,175,12/17/2018,Concentrate (Each),Each,2388,117479.98,0,0,2388,117479.98
11/13/2023,175,12/17/2018,Buds,Each,34,310.25,0,0,34,310.25
11/13/2023,175,12/17/2018,Buds,Grams,0,0,10595.07,148299.79,10595.07,148299.79
11/13/2023,175,12/17/2018,Infused (edible),Each,1073,31113.22,0,0,1073,31113.22
11/13/2023,175,12/17/2018,Infused (non-edible),Each,516,31016,0,0,516,31016
11/13/2023,182,12/18/2018,Shake/Trim (by strain),Grams,0,0,201,2956,201,2956
11/13/2023,182,12/18/2018,Buds,Grams,0,0,10355.91,146063.25,10355.91,146063.25
11/13/2023,182,12/18/2018,Concentrate (Each),Each,2476,118554.55,0,0,2476,118554.55
11/13/2023,182,12/18/2018,Infused (edible),Each,925,24586.86,0,0,925,24586.86
11/13/2023,182,12/18/2018,Buds,Each,588,8888.94,0,0,588,8888.94
11/13/2023,182,12/18/2018,Infused (non-edible),Each,521,32541.95,0,0,521,32541.95
11/13/2023,188,12/19/2018,Infused (non-edible),Each,511,31145,0,0,511,31145
11/13/2023,188,12/19/2018,Buds,Grams,0,0,11128.06,156222.74,11128.06,156222.74
11/13/2023,188,12/19/2018,Infused (edible),Each,474,19963.49,0,0,474,19963.49
11/13/2023,188,12/19/2018,Shake/Trim (by strain),Grams,0,0,90,1350,90,1350
11/13/2023,188,12/19/2018,Buds,Each,585,4799,0,0,585,4799
11/13/2023,188,12/19/2018,Concentrate (Each),Each,2950,141604.38,0,0,2950,141604.38
11/13/2023,194,12/20/2018,Concentrate,Each,173,10196.42,0,0,173,10196.42
11/13/2023,194,12/20/2018,Buds,Each,2446,29123.35,0,0,2446,29123.35
11/13/2023,194,12/20/2018,Shake/Trim (by strain),Grams,0,0,1,9,1,9
11/13/2023,194,12/20/2018,Buds,Grams,0,0,11749.45,164471.92,11749.45,164471.92
11/13/2023,194,12/20/2018,Concentrate (Each),Each,2654,129448.06,0,0,2654,129448.06
11/13/2023,194,12/20/2018,Infused (non-edible),Each,480,33384.92,0,0,480,33384.92
11/13/2023,194,12/20/2018,Infused (edible),Each,610,21106.68,0,0,610,21106.68
11/13/2023,201,12/21/2018,Infused (non-edible),Each,402,28530,0,0,402,28530
11/13/2023,201,12/21/2018,Concentrate (Each),Each,3183,152533.45,0,0,3183,152533.45
11/13/2023,201,12/21/2018,Infused (edible),Each,1534,40496.16,0,0,1534,40496.16
11/13/2023,201,12/21/2018,Concentrate,Each,172,10224.01,0,0,172,10224.01
11/13/2023,201,12/21/2018,Shake/Trim (by strain),Grams,0,0,370,5477.56,370,5477.56
11/13/2023,201,12/21/2018,Buds,Grams,0,0,10541.8,153494.12,10541.8,153494.12
11/13/2023,201,12/21/2018,Kief,Grams,0,0,169.6,886,169.6,886
11/13/2023,201,12/21/2018,Concentrate,Grams,0,0,249.1,3112.08,249.1,3112.08
11/13/2023,201,12/21/2018,Buds,Each,2133,25477.84,0,0,2133,25477.84
11/13/2023,210,12/22/2018,Concentrate,Each,207,12247.22,0,0,207,12247.22
11/13/2023,210,12/22/2018,Kief,Grams,0,0,46,1363.82,46,1363.82
11/13/2023,210,12/22/2018,Concentrate (Each),Each,3811,188999.15,0,0,3811,188999.15
11/13/2023,210,12/22/2018,Concentrate,Grams,0,0,49,3452.69,49,3452.69
11/13/2023,210,12/22/2018,Buds,Each,2707,32204.28,0,0,2707,32204.28
11/13/2023,210,12/22/2018,Buds,Grams,0,0,12137.16,196398.43,12137.16,196398.43
11/13/2023,210,12/22/2018,Infused (non-edible),Each,394,30842,0,0,394,30842
11/13/2023,210,12/22/2018,Infused (edible),Each,2913,65431.03,0,0,2913,65431.03
11/13/2023,210,12/22/2018,Shake/Trim (by strain),Grams,0,0,557,8900.94,557,8900.94
11/13/2023,219,12/23/2018,Concentrate (Each),Each,3363,167639.02,0,0,3363,167639.02
11/13/2023,219,12/23/2018,Shake/Trim (by strain),Grams,0,0,528,8332.26,528,8332.26
11/13/2023,219,12/23/2018,Buds,Each,589,7057.11,0,0,589,7057.11
11/13/2023,219,12/23/2018,Infused (edible),Each,2447,56612.88,0,0,2447,56612.88
11/13/2023,219,12/23/2018,Kief,Grams,0,0,19,570,19,570
11/13/2023,219,12/23/2018,Infused (non-edible),Each,283,19950,0,0,283,19950
11/13/2023,219,12/23/2018,Concentrate,Each,6,360,0,0,6,360
11/13/2023,219,12/23/2018,Concentrate,Grams,0,0,28,2001.6,28,2001.6
11/13/2023,219,12/23/2018,Buds,Grams,0,0,12372.19,177566.94,12372.19,177566.94
11/13/2023,228,12/24/2018,Infused (non-edible),Each,206,11207,0,0,206,11207
11/13/2023,228,12/24/2018,Infused (edible),Each,1242,27155.23,0,0,1242,27155.23
11/13/2023,228,12/24/2018,Buds,Each,9,90.43,0,0,9,90.43
11/13/2023,228,12/24/2018,Concentrate,Each,1,60,0,0,1,60
11/13/2023,228,12/24/2018,Shake/Trim (by strain),Grams,0,0,92,1350,92,1350
11/13/2023,228,12/24/2018,Concentrate (Each),Each,2375,117111.93,0,0,2375,117111.93
11/13/2023,228,12/24/2018,Buds,Grams,0,0,8016.83,112159.1,8016.83,112159.1
11/13/2023,235,12/26/2018,Shake/Trim (by strain),Grams,0,0,552.25,8809.1,552.25,8809.1
11/13/2023,235,12/26/2018,Concentrate,Grams,0,0,74,6257.71,74,6257.71
11/13/2023,235,12/26/2018,Infused (non-edible),Each,306,16445,0,0,306,16445
11/13/2023,235,12/26/2018,Buds,Grams,0,0,15164.95,220058.54,15164.95,220058.54
11/13/2023,235,12/26/2018,Infused (edible),Each,1507,35737.41,0,0,1507,35737.41
11/13/2023,235,12/26/2018,Concentrate (Each),Each,3873,210897.31,0,0,3873,210897.31
11/13/2023,235,12/26/2018,Buds,Each,1311,15732,0,0,1311,15732
11/13/2023,235,12/26/2018,Concentrate,Each,3,180,0,0,3,180
11/13/2023,235,12/26/2018,Kief,Grams,0,0,32,960,32,960
11/13/2023,244,12/27/2018,Kief,Grams,0,0,31,930,31,930
11/13/2023,244,12/27/2018,Concentrate (Each),Each,4003,221235.85,0,0,4003,221235.85
11/13/2023,244,12/27/2018,Concentrate,Each,8,480,0,0,8,480
11/13/2023,244,12/27/2018,Buds,Each,576,6899.8,0,0,576,6899.8
11/13/2023,244,12/27/2018,Infused (edible),Each,2064,45623.73,0,0,2064,45623.73
11/13/2023,244,12/27/2018,Shake/Trim (by strain),Grams,0,0,491.25,7734.84,491.25,7734.84
11/13/2023,244,12/27/2018,Buds,Grams,0,0,15885.5,232209.71,15885.5,232209.71
11/13/2023,244,12/27/2018,Concentrate,Grams,0,0,37,2664,37,2664
11/13/2023,244,12/27/2018,Infused (non-edible),Each,405,24456.4,0,0,405,24456.4
11/13/2023,253,12/28/2018,Infused (non-edible),Each,343,19645,0,0,343,19645
11/13/2023,253,12/28/2018,Buds,Grams,0,0,15798.84,225193.28,15798.84,225193.28
11/13/2023,253,12/28/2018,Shake/Trim (by strain),Grams,0,0,632.25,10141.8,632.25,10141.8
11/13/2023,253,12/28/2018,Buds,Each,52,624,0,0,52,624
11/13/2023,253,12/28/2018,Infused (edible),Each,2272,45377.28,0,0,2272,45377.28
11/13/2023,253,12/28/2018,Kief,Grams,0,0,40,1200,40,1200
11/13/2023,253,12/28/2018,Concentrate,Each,7,360.01,0,0,7,360.01
11/13/2023,253,12/28/2018,Concentrate,Grams,0,0,40,2880,40,2880
11/13/2023,253,12/28/2018,Concentrate (Each),Each,3989,224543.65,0,0,3989,224543.65
11/13/2023,262,12/29/2018,Infused (edible),Each,2006,35460.02,0,0,2006,35460.02
11/13/2023,262,12/29/2018,Infused (non-edible),Each,267,19690,0,0,267,19690
11/13/2023,262,12/29/2018,Concentrate,Grams,0,0,56,4032,56,4032
11/13/2023,262,12/29/2018,Buds,Each,2402,28555.85,0,0,2402,28555.85
11/13/2023,262,12/29/2018,Concentrate (Each),Each,3490,197136.87,0,0,3490,197136.87
11/13/2023,262,12/29/2018,Kief,Grams,0,0,43,1290,43,1290
11/13/2023,262,12/29/2018,Shake/Trim (by strain),Grams,0,0,582,9393,582,9393
11/13/2023,262,12/29/2018,Buds,Grams,0,0,14332.9,206455.06,14332.9,206455.06
11/13/2023,270,12/30/2018,Buds,Each,1716,20523.63,0,0,1716,20523.63
11/13/2023,270,12/30/2018,Infused (edible),Each,944,18441.61,0,0,944,18441.61
11/13/2023,270,12/30/2018,Infused (non-edible),Each,220,13600,0,0,220,13600
11/13/2023,270,12/30/2018,Buds,Grams,0,0,14298.78,202496.26,14298.78,202496.26
11/13/2023,270,12/30/2018,Concentrate,Grams,0,0,26,1872,26,1872
11/13/2023,270,12/30/2018,Shake/Trim (by strain),Grams,0,0,520.25,8317.2,520.25,8317.2
11/13/2023,270,12/30/2018,Kief,Grams,0,0,21,630,21,630
11/13/2023,270,12/30/2018,Concentrate (Each),Each,3208,181328,0,0,3208,181328
11/13/2023,278,12/31/2018,Shake/Trim (by strain),Grams,0,0,427.5,6847.2,427.5,6847.2
11/13/2023,278,12/31/2018,Infused (edible),Each,635,15443.84,0,0,635,15443.84
11/13/2023,278,12/31/2018,Buds,Grams,0,0,10186.49,148043.25,10186.49,148043.25
11/13/2023,278,12/31/2018,Concentrate (Each),Each,2480,137907.27,0,0,2480,137907.27
11/13/2023,278,12/31/2018,Concentrate,Each,155,9120.02,0,0,155,9120.02
11/13/2023,278,12/31/2018,Infused (non-edible),Each,83,5691,0,0,83,5691
11/13/2023,278,12/31/2018,Concentrate,Grams,0,0,31,1992,31,1992
11/13/2023,278,12/31/2018,Buds,Each,2053,24532.2,0,0,2053,24532.2
11/13/2023,278,12/31/2018,Kief,Grams,0,0,36,1080,36,1080
11/13/2023,287,1/1/2019,Concentrate,Each,19,1080.01,0,0,19,1080.01
11/13/2023,287,1/1/2019,Buds,Each,868,10218.21,0,0,868,10218.21
11/13/2023,287,1/1/2019,Concentrate (Each),Each,1499,76780.27,0,0,1499,76780.27
11/13/2023,287,1/1/2019,Buds,Grams,0,0,4201.2,59262.68,4201.2,59262.68
11/13/2023,287,1/1/2019,Infused (edible),Each,296,9216.01,0,0,296,9216.01
11/13/2023,292,1/2/2019,Infused (edible),Each,1236,30727.37,0,0,1236,30727.37
11/13/2023,292,1/2/2019,Concentrate,Grams,0,0,33,2532,33,2532
11/13/2023,292,1/2/2019,Concentrate,Each,82,4860.36,0,0,82,4860.36
11/13/2023,292,1/2/2019,Kief,Grams,0,0,12,360,12,360
11/13/2023,292,1/2/2019,Infused (non-edible),Each,125,8640,0,0,125,8640
11/13/2023,292,1/2/2019,Shake/Trim (by strain),Grams,0,0,329.75,5274.6,329.75,5274.6
11/13/2023,292,1/2/2019,Concentrate (Each),Each,2809,147551.2,0,0,2809,147551.2
11/13/2023,292,1/2/2019,Buds,Each,1652,19555.43,0,0,1652,19555.43
11/13/2023,292,1/2/2019,Buds,Grams,0,0,11173.32,159792.35,11173.32,159792.35
11/13/2023,301,1/3/2019,Concentrate (Each),Each,2475,137233.32,0,0,2475,137233.32
11/13/2023,301,1/3/2019,Concentrate,Each,86,5100.01,0,0,86,5100.01
11/13/2023,301,1/3/2019,Infused (non-edible),Each,208,13615.02,0,0,208,13615.02
11/13/2023,301,1/3/2019,Concentrate,Grams,0,0,37.5,2826,37.5,2826
11/13/2023,301,1/3/2019,Shake/Trim (by strain),Grams,0,0,411,6384.02,411,6384.02
11/13/2023,301,1/3/2019,Infused (edible),Each,873,19828.13,0,0,873,19828.13
11/13/2023,301,1/3/2019,Buds,Grams,0,0,11933.69,169249.51,11933.69,169249.51
11/13/2023,301,1/3/2019,Buds,Each,526,6239.69,0,0,526,6239.69
11/13/2023,309,1/4/2019,Buds,Each,8,96,0,0,8,96
11/13/2023,309,1/4/2019,Buds,Grams,0,0,14570.95,207534.26,14570.95,207534.26
