CCCLastUpdated,RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice
11/13/2023,35605,8/31/2023,Infused (edible),Each,112,1891.22,0,0,112,1891.22
11/13/2023,35605,8/31/2023,Concentrate (Each),Each,24,736.53,0,0,24,736.53
11/13/2023,35605,8/31/2023,Shake/Trim (by strain),Grams,0,0,21153.2,69036,21153.2,69036
11/13/2023,35605,8/31/2023,Infused (edible),Each,67,1350.6,0,0,67,1350.6
11/13/2023,35605,8/31/2023,Buds,Grams,0,0,1059.5,6848.02,1059.5,6848.02
11/13/2023,35605,8/31/2023,Buds,Grams,0,0,326023.35,1980953.66,326023.35,1980953.66
11/13/2023,35605,8/31/2023,Infused (non-edible),Each,4,136.35,0,0,4,136.35
11/13/2023,35605,8/31/2023,Infused (non-edible),Each,375,12901.77,0,0,375,12901.77
11/13/2023,35640,9/1/2023,Infused (edible),Each,104,1823.28,0,0,104,1823.28
11/13/2023,35640,9/1/2023,Shake/Trim,Grams,0,0,21,75,21,75
11/13/2023,35640,9/1/2023,Shake/Trim,Grams,0,0,154,508.4,154,508.4
11/13/2023,35640,9/1/2023,Infused Beverage,Each,41,331.7,0,0,41,331.7
11/13/2023,35640,9/1/2023,Concentrate (Each),Each,7921,281289.71,0,0,7921,281289.71
11/13/2023,35640,9/1/2023,Infused Beverage,Each,57,379.91,0,0,57,379.91
11/13/2023,35640,9/1/2023,Concentrate (Each),Each,24,793.87,0,0,24,793.87
11/13/2023,35640,9/1/2023,Infused Pre-Rolls,Grams,0,0,17,368.43,17,368.43
11/13/2023,35640,9/1/2023,Shake/Trim (by strain),Grams,0,0,168,493.97,168,493.97
11/13/2023,35640,9/1/2023,Shake/Trim (by strain),Grams,0,0,63,250,63,250
11/13/2023,35640,9/1/2023,Infused Pre-Rolls,Grams,0,0,5737.47,111118.12,5737.47,111118.12
11/13/2023,35640,9/1/2023,Infused Pre-Rolls,Grams,0,0,18.8,370,18.8,370
11/13/2023,35640,9/1/2023,Concentrate,Grams,0,0,838.75,27677.53,838.75,27677.53
11/13/2023,35640,9/1/2023,Concentrate (Bulk),Grams,0,0,23.5,977,23.5,977
11/13/2023,35640,9/1/2023,Buds,Grams,0,0,933,5388.4,933,5388.4
11/13/2023,35640,9/1/2023,Immature Plants,Each,25,4.21,0,0,25,4.21
11/13/2023,35640,9/1/2023,Vape Product,Each,38308,1248740.36,0,0,38308,1248740.36
11/13/2023,35640,9/1/2023,Infused Beverage,Each,10811,75426.58,0,0,10811,75426.58
11/13/2023,35640,9/1/2023,Shake/Trim,Grams,0,0,19984.5,65506.56,19984.5,65506.56
11/13/2023,35640,9/1/2023,Raw Pre-Rolls,Grams,0,0,126274.3,1124803.68,126274.3,1124803.68
11/13/2023,35640,9/1/2023,Raw Pre-Rolls,Grams,0,0,311.2,3243.71,311.2,3243.71
11/13/2023,35640,9/1/2023,Infused (non-edible),Each,436,15567.73,0,0,436,15567.73
11/13/2023,35640,9/1/2023,Kief,Grams,0,0,164,3286.4,164,3286.4
11/13/2023,35640,9/1/2023,Buds,Grams,0,0,488363.7,2824489.55,488363.7,2824489.55
11/13/2023,35640,9/1/2023,Vape Product,Each,104,3686.73,0,0,104,3686.73
11/13/2023,35640,9/1/2023,Raw Pre-Rolls,Grams,0,0,124.75,1348.2,124.75,1348.2
11/13/2023,35640,9/1/2023,Suppository,Each,12,366.67,0,0,12,366.67
11/13/2023,35640,9/1/2023,Concentrate,Grams,0,0,3.5,109,3.5,109
11/13/2023,35640,9/1/2023,Infused (edible),Each,42610,801992.33,0,0,42610,801992.33
11/13/2023,35640,9/1/2023,Concentrate (Each),Each,13,572,0,0,13,572
11/13/2023,35640,9/1/2023,Vape Product,Each,66,1941,0,0,66,1941
11/13/2023,35640,9/1/2023,Shake/Trim (by strain),Grams,0,0,28250.6,90502.9,28250.6,90502.9
11/13/2023,35640,9/1/2023,Buds,Grams,0,0,1050.5,6861.1,1050.5,6861.1
11/13/2023,35640,9/1/2023,Infused (edible),Each,85,1438.95,0,0,85,1438.95
11/13/2023,35640,9/1/2023,Buds,Pounds,0,0,1.38,2269.09,1.38,2269.09
11/13/2023,35675,9/2/2023,Infused (edible),Each,37874,710033.66,0,0,37874,710033.66
11/13/2023,35675,9/2/2023,Vape Product,Each,46,1514,0,0,46,1514
11/13/2023,35675,9/2/2023,Raw Pre-Rolls,Grams,0,0,98654.26,887954.54,98654.26,887954.54
11/13/2023,35675,9/2/2023,Infused Pre-Rolls,Grams,0,0,10.4,227,10.4,227
11/13/2023,35675,9/2/2023,Concentrate (Each),Each,18,728.79,0,0,18,728.79
11/13/2023,35675,9/2/2023,Infused Beverage,Each,32,237.13,0,0,32,237.13
11/13/2023,35675,9/2/2023,Infused Pre-Rolls,Grams,0,0,13,237.03,13,237.03
11/13/2023,35675,9/2/2023,Vape Product,Each,29137,971728.46,0,0,29137,971728.46
11/13/2023,35675,9/2/2023,Concentrate (Each),Each,17,543.57,0,0,17,543.57
11/13/2023,35675,9/2/2023,Concentrate,Grams,0,0,1,50,1,50
11/13/2023,35675,9/2/2023,Shake/Trim (by strain),Grams,0,0,22599.7,71007.14,22599.7,71007.14
11/13/2023,35675,9/2/2023,Infused Beverage,Each,25,211,0,0,25,211
11/13/2023,35675,9/2/2023,Shake/Trim,Grams,0,0,13582.5,46893.68,13582.5,46893.68
11/13/2023,35675,9/2/2023,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,35675,9/2/2023,Infused (non-edible),Each,474,18326.55,0,0,474,18326.55
11/13/2023,35675,9/2/2023,Buds,Pounds,0,0,4.05,6517.32,4.05,6517.32
11/13/2023,35675,9/2/2023,Concentrate,Milligrams,0,0,500,25,500,25
11/13/2023,35675,9/2/2023,Shake/Trim,Grams,0,0,203,648,203,648
11/13/2023,35675,9/2/2023,Vape Product,Each,100,3655.93,0,0,100,3655.93
11/13/2023,35675,9/2/2023,Infused (edible),Each,76,1562,0,0,76,1562
11/13/2023,35675,9/2/2023,Shake/Trim (by strain),Grams,0,0,84,302.1,84,302.1
11/13/2023,35675,9/2/2023,Buds,Grams,0,0,945.5,6293.42,945.5,6293.42
11/13/2023,35675,9/2/2023,Buds,Grams,0,0,336575.87,2036792.96,336575.87,2036792.96
11/13/2023,35675,9/2/2023,Seeds,Each,1,42,0,0,1,42
11/13/2023,35675,9/2/2023,Concentrate (Each),Each,6183,225639.55,0,0,6183,225639.55
11/13/2023,35675,9/2/2023,Buds,Grams,0,0,647.85,3560.4,647.85,3560.4
11/13/2023,35675,9/2/2023,Concentrate,Grams,0,0,571.9,18911.24,571.9,18911.24
11/13/2023,35675,9/2/2023,Raw Pre-Rolls,Grams,0,0,99,968,99,968
11/13/2023,35675,9/2/2023,Concentrate (Bulk),Grams,0,0,9.5,428,9.5,428
11/13/2023,35675,9/2/2023,Kief,Grams,0,0,114.7,2402.28,114.7,2402.28
11/13/2023,35675,9/2/2023,Infused (edible),Each,101,1708.39,0,0,101,1708.39
11/13/2023,35675,9/2/2023,Infused Pre-Rolls,Grams,0,0,4928.22,96363.39,4928.22,96363.39
11/13/2023,35675,9/2/2023,Infused Beverage,Each,9219,64105.53,0,0,9219,64105.53
11/13/2023,35675,9/2/2023,Shake/Trim (by strain),Grams,0,0,56,186,56,186
11/13/2023,35675,9/2/2023,Suppository,Each,8,256.25,0,0,8,256.25
11/13/2023,35675,9/2/2023,Raw Pre-Rolls,Grams,0,0,226.2,2403.66,226.2,2403.66
11/13/2023,35675,9/2/2023,Immature Plants,Each,3,1.02,0,0,3,1.02
11/13/2023,35712,9/3/2023,Kief,Grams,0,0,139.5,2804.67,139.5,2804.67
11/13/2023,35712,9/3/2023,Concentrate (Bulk),Grams,0,0,15.5,788,15.5,788
11/13/2023,35712,9/3/2023,Shake/Trim,Grams,0,0,12843.5,43116.71,12843.5,43116.71
11/13/2023,35712,9/3/2023,Buds,Grams,0,0,701.35,3801.42,701.35,3801.42
11/13/2023,35712,9/3/2023,Infused (non-edible),Each,363,13254.26,0,0,363,13254.26
11/13/2023,35712,9/3/2023,Suppository,Each,8,217.5,0,0,8,217.5
11/13/2023,35712,9/3/2023,Concentrate,Grams,0,0,490.8,16928.67,490.8,16928.67
11/13/2023,35712,9/3/2023,Buds,Grams,0,0,812.5,5679.12,812.5,5679.12
11/13/2023,35712,9/3/2023,Infused Beverage,Each,20,114.63,0,0,20,114.63
11/13/2023,35712,9/3/2023,Infused Pre-Rolls,Grams,0,0,3741.04,74430.76,3741.04,74430.76
11/13/2023,35712,9/3/2023,Infused Pre-Rolls,Grams,0,0,7.2,153,7.2,153
11/13/2023,35712,9/3/2023,Infused Pre-Rolls,Grams,0,0,21,313.8,21,313.8
11/13/2023,35712,9/3/2023,Infused (edible),Each,28612,541983.51,0,0,28612,541983.51
11/13/2023,35712,9/3/2023,Infused Beverage,Each,7120,49110.39,0,0,7120,49110.39
11/13/2023,35712,9/3/2023,Concentrate (Each),Each,5713,188783.06,0,0,5713,188783.06
11/13/2023,35712,9/3/2023,Buds,Grams,0,0,267608.42,1640394.36,267608.42,1640394.36
11/13/2023,35712,9/3/2023,Shake/Trim (by strain),Grams,0,0,154,427.59,154,427.59
11/13/2023,35712,9/3/2023,Buds,Pounds,0,0,3.81,6348.55,3.81,6348.55
11/13/2023,35712,9/3/2023,Raw Pre-Rolls,Grams,0,0,251.65,2348.8,251.65,2348.8
11/13/2023,35712,9/3/2023,Concentrate (Each),Each,18,865,0,0,18,865
11/13/2023,35712,9/3/2023,Concentrate (Each),Each,18,610.58,0,0,18,610.58
11/13/2023,35712,9/3/2023,Concentrate,Grams,0,0,5.5,199,5.5,199
11/13/2023,35712,9/3/2023,Shake/Trim (by strain),Grams,0,0,42383.9,96811,42383.9,96811
11/13/2023,35712,9/3/2023,Raw Pre-Rolls,Grams,0,0,78007.05,710652.97,78007.05,710652.97
11/13/2023,35712,9/3/2023,Vape Product,Each,22844,762077.95,0,0,22844,762077.95
11/13/2023,35712,9/3/2023,Shake/Trim,Grams,0,0,134,494,134,494
11/13/2023,35712,9/3/2023,Raw Pre-Rolls,Grams,0,0,82,908.5,82,908.5
11/13/2023,35712,9/3/2023,Vape Product,Each,86,2673.46,0,0,86,2673.46
11/13/2023,35712,9/3/2023,Infused (non-edible),Each,2,24.55,0,0,2,24.55
11/13/2023,35712,9/3/2023,Infused (edible),Each,61,1100,0,0,61,1100
11/13/2023,35712,9/3/2023,Infused (edible),Each,74,1337.83,0,0,74,1337.83
11/13/2023,35712,9/3/2023,Vape Product,Each,45,1414,0,0,45,1414
11/13/2023,35712,9/3/2023,Seeds,Each,1,60,0,0,1,60
11/13/2023,35712,9/3/2023,Infused Beverage,Each,9,84,0,0,9,84
11/13/2023,35712,9/3/2023,Shake/Trim (by strain),Grams,0,0,42,144,42,144
11/13/2023,35747,9/4/2023,Infused (edible),Each,23498,422453.55,0,0,23498,422453.55
11/13/2023,35747,9/4/2023,Raw Pre-Rolls,Grams,0,0,71093.85,632246.58,71093.85,632246.58
11/13/2023,35747,9/4/2023,Infused (edible),Each,97,1541.05,0,0,97,1541.05
11/13/2023,35747,9/4/2023,Concentrate (Each),Each,12,307.07,0,0,12,307.07
11/13/2023,35747,9/4/2023,Concentrate (Each),Each,25,961.11,0,0,25,961.11
11/13/2023,35747,9/4/2023,Vape Product,Each,40,1051,0,0,40,1051
11/13/2023,35747,9/4/2023,Shake/Trim (by strain),Grams,0,0,21667.4,62195.03,21667.4,62195.03
11/13/2023,35747,9/4/2023,Suppository,Each,7,181.12,0,0,7,181.12
11/13/2023,35747,9/4/2023,Shake/Trim (by strain),Grams,0,0,140,415.55,140,415.55
11/13/2023,35747,9/4/2023,Infused (edible),Each,26,425,0,0,26,425
11/13/2023,35747,9/4/2023,Buds,Grams,0,0,252964.01,1496447.09,252964.01,1496447.09
11/13/2023,35747,9/4/2023,Buds,Grams,0,0,528.5,2869.43,528.5,2869.43
11/13/2023,35747,9/4/2023,Vape Product,Each,21353,690038.650000001,0,0,21353,690038.650000001
11/13/2023,35747,9/4/2023,Immature Plants,Each,14,200.09,0,0,14,200.09
11/13/2023,35747,9/4/2023,Buds,Pounds,0,0,6.17,10645.16,6.17,10645.16
11/13/2023,35747,9/4/2023,Infused (non-edible),Each,315,10898.26,0,0,315,10898.26
11/13/2023,35747,9/4/2023,Concentrate,Grams,0,0,400.8,14177.18,400.8,14177.18
11/13/2023,35747,9/4/2023,Buds,Grams,0,0,891,6260.13,891,6260.13
11/13/2023,35747,9/4/2023,Infused Beverage,Each,4492,29869.18,0,0,4492,29869.18
11/13/2023,35747,9/4/2023,Raw Pre-Rolls,Grams,0,0,238.45,2365.28,238.45,2365.28
11/13/2023,35747,9/4/2023,Concentrate (Bulk),Grams,0,0,16.5,857,16.5,857
11/13/2023,35747,9/4/2023,Infused Beverage,Each,36,178.14,0,0,36,178.14
11/13/2023,35747,9/4/2023,Vape Product,Each,97,2784.63,0,0,97,2784.63
11/13/2023,35747,9/4/2023,Raw Pre-Rolls,Grams,0,0,76.25,694,76.25,694
11/13/2023,35747,9/4/2023,Shake/Trim (by strain),Grams,0,0,21,73,21,73
11/13/2023,35747,9/4/2023,Infused Pre-Rolls,Grams,0,0,3160.14,61651.72,3160.14,61651.72
11/13/2023,35747,9/4/2023,Shake/Trim,Grams,0,0,77,251,77,251
11/13/2023,35747,9/4/2023,Infused Pre-Rolls,Grams,0,0,18.5,298.94,18.5,298.94
11/13/2023,35747,9/4/2023,Infused Pre-Rolls,Grams,0,0,4,79,4,79
11/13/2023,35747,9/4/2023,Kief,Grams,0,0,100.3,2079.13,100.3,2079.13
11/13/2023,35747,9/4/2023,Shake/Trim,Grams,0,0,7,25,7,25
11/13/2023,35747,9/4/2023,Concentrate (Each),Each,4404,154050.3,0,0,4404,154050.3
11/13/2023,35747,9/4/2023,Shake/Trim,Grams,0,0,10926.5,36347.24,10926.5,36347.24
11/13/2023,35780,9/5/2023,Concentrate (Each),Each,4440,158564.61,0,0,4440,158564.61
11/13/2023,35780,9/5/2023,Concentrate (Each),Each,17,673.75,0,0,17,673.75
11/13/2023,35780,9/5/2023,Buds,Grams,0,0,243307.4,1516896.35,243307.4,1516896.35
11/13/2023,35780,9/5/2023,Raw Pre-Rolls,Grams,0,0,91.7,933.44,91.7,933.44
11/13/2023,35780,9/5/2023,Shake/Trim,Grams,0,0,12310.5,43494.74,12310.5,43494.74
11/13/2023,35780,9/5/2023,Shake/Trim (by strain),Grams,0,0,196,573,196,573
11/13/2023,35780,9/5/2023,Buds,Pounds,0,0,6.22,11203.4,6.22,11203.4
11/13/2023,35780,9/5/2023,Suppository,Each,6,162.7,0,0,6,162.7
11/13/2023,35780,9/5/2023,Kief,Grams,0,0,85.7,2103.56,85.7,2103.56
11/13/2023,35780,9/5/2023,Infused (edible),Each,22522,432169.02,0,0,22522,432169.02
11/13/2023,35780,9/5/2023,Shake/Trim (by strain),Grams,0,0,28,126,28,126
11/13/2023,35780,9/5/2023,Vape Product,Each,46,1452.3,0,0,46,1452.3
11/13/2023,35780,9/5/2023,Concentrate,Milligrams,0,0,500,25,500,25
11/13/2023,35780,9/5/2023,Buds,Grams,0,0,833.5,6132.47,833.5,6132.47
11/13/2023,35780,9/5/2023,Infused Pre-Rolls,Grams,0,0,2649.66,53561.87,2649.66,53561.87
11/13/2023,35780,9/5/2023,Concentrate,Grams,0,0,1,45,1,45
11/13/2023,35780,9/5/2023,Shake/Trim (by strain),Grams,0,0,23705.9,70285.93,23705.9,70285.93
11/13/2023,35780,9/5/2023,Immature Plants,Each,2,32.01,0,0,2,32.01
11/13/2023,35780,9/5/2023,Vape Product,Each,22169,743663.45,0,0,22169,743663.45
11/13/2023,35780,9/5/2023,Raw Pre-Rolls,Grams,0,0,220.1,2003.3,220.1,2003.3
11/13/2023,35780,9/5/2023,Infused Beverage,Each,10,88.85,0,0,10,88.85
11/13/2023,35780,9/5/2023,Shake/Trim,Grams,0,0,161,513,161,513
11/13/2023,35780,9/5/2023,Infused (edible),Each,62,1105,0,0,62,1105
11/13/2023,35780,9/5/2023,Buds,Grams,0,0,595,3396.19,595,3396.19
11/13/2023,35780,9/5/2023,Infused (non-edible),Each,5,185,0,0,5,185
11/13/2023,35780,9/5/2023,Concentrate (Each),Each,6,329,0,0,6,329
11/13/2023,35780,9/5/2023,Vape Product,Each,78,2380.37,0,0,78,2380.37
11/13/2023,35780,9/5/2023,Raw Pre-Rolls,Grams,0,0,82986.7,708201.18,82986.7,708201.18
11/13/2023,35780,9/5/2023,Infused Pre-Rolls,Grams,0,0,6.2,141,6.2,141
11/13/2023,35780,9/5/2023,Infused Beverage,Each,6,32,0,0,6,32
11/13/2023,35780,9/5/2023,Infused (edible),Each,81,1262.22,0,0,81,1262.22
11/13/2023,35780,9/5/2023,Concentrate,Grams,0,0,421.25,15380.61,421.25,15380.61
11/13/2023,35780,9/5/2023,Infused Pre-Rolls,Grams,0,0,7.5,113.66,7.5,113.66
11/13/2023,35780,9/5/2023,Infused Beverage,Each,3657,25430.3,0,0,3657,25430.3
11/13/2023,35780,9/5/2023,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,35780,9/5/2023,Concentrate (Bulk),Grams,0,0,19,847,19,847
11/13/2023,35780,9/5/2023,Infused (non-edible),Each,256,9921.57,0,0,256,9921.57
11/13/2023,35817,9/6/2023,Infused (non-edible),Each,323,11644.95,0,0,323,11644.95
11/13/2023,35817,9/6/2023,Immature Plants,Each,3,3,0,0,3,3
11/13/2023,35817,9/6/2023,Raw Pre-Rolls,Grams,0,0,124.5,1203.5,124.5,1203.5
11/13/2023,35817,9/6/2023,Shake/Trim (by strain),Grams,0,0,70,253,70,253
11/13/2023,35817,9/6/2023,Shake/Trim,Grams,0,0,161,535,161,535
11/13/2023,35817,9/6/2023,Infused Beverage,Each,19,134.75,0,0,19,134.75
11/13/2023,35817,9/6/2023,Infused (edible),Each,23962,455417.47,0,0,23962,455417.47
11/13/2023,35817,9/6/2023,Raw Pre-Rolls,Grams,0,0,238.3,2242.29,238.3,2242.29
11/13/2023,35817,9/6/2023,Vape Product,Each,54,1797,0,0,54,1797
11/13/2023,35817,9/6/2023,Concentrate (Each),Each,19,677.48,0,0,19,677.48
11/13/2023,35817,9/6/2023,Infused Beverage,Each,4598,27553.86,0,0,4598,27553.86
11/13/2023,35817,9/6/2023,Kief,Grams,0,0,88,2000.61,88,2000.61
11/13/2023,35817,9/6/2023,Concentrate (Each),Each,5,219,0,0,5,219
11/13/2023,35817,9/6/2023,Concentrate,Grams,0,0,545,18040.26,545,18040.26
11/13/2023,35817,9/6/2023,Concentrate (Each),Each,5126,181053.64,0,0,5126,181053.64
11/13/2023,35817,9/6/2023,Infused Pre-Rolls,Grams,0,0,24.6,414.25,24.6,414.25
11/13/2023,35817,9/6/2023,Infused (edible),Each,57,1163.85,0,0,57,1163.85
11/13/2023,35817,9/6/2023,Buds,Grams,0,0,267052.24,1631723.62,267052.24,1631723.62
11/13/2023,35817,9/6/2023,Concentrate,Grams,0,0,4.5,115.5,4.5,115.5
11/13/2023,35817,9/6/2023,Vape Product,Each,23785,779869.04,0,0,23785,779869.04
11/13/2023,35817,9/6/2023,Infused Pre-Rolls,Grams,0,0,4,76,4,76
11/13/2023,35817,9/6/2023,Vape Product,Each,79,2576.96,0,0,79,2576.96
11/13/2023,35817,9/6/2023,Shake/Trim (by strain),Grams,0,0,23791.6,70053.1,23791.6,70053.1
11/13/2023,35817,9/6/2023,Buds,Grams,0,0,719.5,4103.84,719.5,4103.84
11/13/2023,35817,9/6/2023,Buds,Pounds,0,0,1.97,4118.14,1.97,4118.14
11/13/2023,35817,9/6/2023,Buds,Grams,0,0,798.5,5809.33,798.5,5809.33
11/13/2023,35817,9/6/2023,Concentrate,Milligrams,0,0,500,40,500,40
11/13/2023,35817,9/6/2023,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,35817,9/6/2023,Infused Beverage,Each,14,130.73,0,0,14,130.73
11/13/2023,35817,9/6/2023,Raw Pre-Rolls,Grams,0,0,72425.1,681961.77,72425.1,681961.77
11/13/2023,35817,9/6/2023,Infused (edible),Each,72,1292,0,0,72,1292
11/13/2023,35817,9/6/2023,Shake/Trim,Grams,0,0,12616,45279.68,12616,45279.68
11/13/2023,35817,9/6/2023,Concentrate (Bulk),Grams,0,0,13.5,595.5,13.5,595.5
11/13/2023,35817,9/6/2023,Suppository,Each,6,132.37,0,0,6,132.37
11/13/2023,35817,9/6/2023,Shake/Trim (by strain),Grams,0,0,238,670.46,238,670.46
11/13/2023,35817,9/6/2023,Infused Pre-Rolls,Grams,0,0,3162.47,60782.04,3162.47,60782.04
11/13/2023,35853,9/7/2023,Buds,Pounds,0,0,1.38,2991.5,1.38,2991.5
11/13/2023,35853,9/7/2023,Infused Pre-Rolls,Grams,0,0,24.4,447.02,24.4,447.02
11/13/2023,35853,9/7/2023,Raw Pre-Rolls,Grams,0,0,82863.24,767211.78,82863.24,767211.78
11/13/2023,35853,9/7/2023,Infused (edible),Each,55,1129,0,0,55,1129
11/13/2023,35853,9/7/2023,Shake/Trim (by strain),Grams,0,0,126,401,126,401
11/13/2023,35853,9/7/2023,Infused (edible),Each,190,1987.94,0,0,190,1987.94
11/13/2023,35853,9/7/2023,Concentrate,Milligrams,0,0,500,25,500,25
11/13/2023,35853,9/7/2023,Infused (non-edible),Each,1,0.01,0,0,1,0.01
11/13/2023,35853,9/7/2023,Infused Beverage,Each,5783,34109.07,0,0,5783,34109.07
11/13/2023,35853,9/7/2023,Infused Beverage,Each,34,333,0,0,34,333
11/13/2023,35853,9/7/2023,Infused (non-edible),Each,334,12055.99,0,0,334,12055.99
11/13/2023,35853,9/7/2023,Infused Pre-Rolls,Grams,0,0,3574.84,68206.78,3574.84,68206.78
11/13/2023,35853,9/7/2023,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,35853,9/7/2023,Vape Product,Each,87,2783.75,0,0,87,2783.75
11/13/2023,35853,9/7/2023,Buds,Grams,0,0,581,3256.96,581,3256.96
11/13/2023,35853,9/7/2023,Raw Pre-Rolls,Grams,0,0,219.2,2102.99,219.2,2102.99
11/13/2023,35853,9/7/2023,Concentrate (Each),Each,12,413.5,0,0,12,413.5
11/13/2023,35853,9/7/2023,Shake/Trim,Grams,0,0,189,623,189,623
11/13/2023,35853,9/7/2023,Suppository,Each,3,60,0,0,3,60
11/13/2023,35853,9/7/2023,Infused (edible),Each,27087,502181.57,0,0,27087,502181.57
11/13/2023,35853,9/7/2023,Concentrate (Bulk),Grams,0,0,13.5,568,13.5,568
11/13/2023,35853,9/7/2023,Shake/Trim,Grams,0,0,11118.5,41212.05,11118.5,41212.05
11/13/2023,35853,9/7/2023,Shake/Trim (by strain),Grams,0,0,112,427,112,427
11/13/2023,35853,9/7/2023,Raw Pre-Rolls,Grams,0,0,86.75,885,86.75,885
11/13/2023,35853,9/7/2023,Infused Pre-Rolls,Grams,0,0,8.6,174,8.6,174
11/13/2023,35853,9/7/2023,Concentrate (Each),Each,5227,189384.09,0,0,5227,189384.09
11/13/2023,35853,9/7/2023,Infused Beverage,Each,37,262.9,0,0,37,262.9
11/13/2023,35853,9/7/2023,Shake/Trim,Grams,0,0,1,25,1,25
11/13/2023,35853,9/7/2023,Immature Plants,Each,3,96,0,0,3,96
11/13/2023,35853,9/7/2023,Vape Product,Each,25650,859358.65,0,0,25650,859358.65
11/13/2023,35853,9/7/2023,Concentrate,Grams,0,0,558.4,19297.13,558.4,19297.13
11/13/2023,35853,9/7/2023,Shake/Trim (by strain),Grams,0,0,27112.8,78106.56,27112.8,78106.56
11/13/2023,35853,9/7/2023,Concentrate (Each),Each,24,893.32,0,0,24,893.32
11/13/2023,35853,9/7/2023,Concentrate,Grams,0,0,4.5,115.5,4.5,115.5
11/13/2023,35853,9/7/2023,Kief,Grams,0,0,88.4,2119.71,88.4,2119.71
11/13/2023,35853,9/7/2023,Vape Product,Each,46,1485,0,0,46,1485
11/13/2023,35853,9/7/2023,Buds,Grams,0,0,316683.7,1793810.73,316683.7,1793810.73
11/13/2023,35853,9/7/2023,Buds,Grams,0,0,952,7175.74,952,7175.74
11/13/2023,35891,9/8/2023,Infused Pre-Rolls,Grams,0,0,4757.14,91711.93,4757.14,91711.93
11/13/2023,35891,9/8/2023,Shake/Trim (by strain),Grams,0,0,63,265,63,265
11/13/2023,35891,9/8/2023,Raw Pre-Rolls,Grams,0,0,309.4,3106.93,309.4,3106.93
11/13/2023,35891,9/8/2023,Infused (non-edible),Each,404,13093.29,0,0,404,13093.29
11/13/2023,35891,9/8/2023,Infused Beverage,Each,7501,52565.33,0,0,7501,52565.33
11/13/2023,35891,9/8/2023,Raw Pre-Rolls,Grams,0,0,120.75,1184,120.75,1184
11/13/2023,35891,9/8/2023,Infused (non-edible),Each,6,62.35,0,0,6,62.35
11/13/2023,35891,9/8/2023,Concentrate (Each),Each,24,733.69,0,0,24,733.69
11/13/2023,35891,9/8/2023,Concentrate (Each),Each,4,207,0,0,4,207
11/13/2023,35891,9/8/2023,Vape Product,Each,31217,1042434.38,0,0,31217,1042434.38
11/13/2023,35891,9/8/2023,Concentrate,Grams,0,0,773.6,26146.74,773.6,26146.74
11/13/2023,35891,9/8/2023,Buds,Pounds,0,0,0.94,1984.57,0.94,1984.57
11/13/2023,35891,9/8/2023,Vape Product,Each,51,1693,0,0,51,1693
11/13/2023,35891,9/8/2023,Infused (edible),Each,35056,663108.35,0,0,35056,663108.35
11/13/2023,35891,9/8/2023,Shake/Trim (by strain),Grams,0,0,33186.2,99685.46,33186.2,99685.46
11/13/2023,35891,9/8/2023,Concentrate,Milligrams,0,0,500,40,500,40
11/13/2023,35891,9/8/2023,Infused (edible),Each,87,1323.36,0,0,87,1323.36
11/13/2023,35891,9/8/2023,Kief,Grams,0,0,101,2386.03,101,2386.03
11/13/2023,35891,9/8/2023,Buds,Grams,0,0,414356.25,2345648.88,414356.25,2345648.88
11/13/2023,35891,9/8/2023,Concentrate (Bulk),Grams,0,0,19.5,799.56,19.5,799.56
11/13/2023,35891,9/8/2023,Buds,Grams,0,0,725,6091.74,725,6091.74
11/13/2023,35891,9/8/2023,Concentrate,Grams,0,0,1,40,1,40
11/13/2023,35891,9/8/2023,Infused Beverage,Each,26,247.75,0,0,26,247.75
11/13/2023,35891,9/8/2023,Concentrate (Each),Each,6907,234997.36,0,0,6907,234997.36
11/13/2023,35891,9/8/2023,Infused Pre-Rolls,Grams,0,0,9.8,226,9.8,226
11/13/2023,35891,9/8/2023,Infused Beverage,Each,16,104.37,0,0,16,104.37
11/13/2023,35891,9/8/2023,Raw Pre-Rolls,Grams,0,0,105330.25,957064.97,105330.25,957064.97
11/13/2023,35891,9/8/2023,Infused (edible),Each,75,1569,0,0,75,1569
11/13/2023,35891,9/8/2023,Shake/Trim,Grams,0,0,15935.25,54885.61,15935.25,54885.61
11/13/2023,35891,9/8/2023,Kief,Milligrams,0,0,2000,60,2000,60
11/13/2023,35891,9/8/2023,Infused Pre-Rolls,Grams,0,0,28.8,527.86,28.8,527.86
11/13/2023,35891,9/8/2023,Shake/Trim,Grams,0,0,119,438,119,438
11/13/2023,35891,9/8/2023,Vape Product,Each,101,3267.66,0,0,101,3267.66
11/13/2023,35891,9/8/2023,Buds,Grams,0,0,968,5512.63,968,5512.63
11/13/2023,35891,9/8/2023,Shake/Trim (by strain),Grams,0,0,238,681.62,238,681.62
11/13/2023,35926,9/9/2023,Concentrate (Each),Each,32,1232.93,0,0,32,1232.93
11/13/2023,35926,9/9/2023,Infused (non-edible),Each,1,23.18,0,0,1,23.18
